,Entity,Code,Date,Total confirmed cases (cases),Days since the 100th total confirmed case (days),date,entity,type,Cumulative total tests
0,Afghanistan,AFG,"Dec 31, 2019",0.0,,2019-12-31,,,
1,Afghanistan,AFG,"Jan 1, 2020",0.0,,2020-01-01,,,
2,Afghanistan,AFG,"Jan 2, 2020",0.0,,2020-01-02,,,
3,Afghanistan,AFG,"Jan 3, 2020",0.0,,2020-01-03,,,
4,Afghanistan,AFG,"Jan 4, 2020",0.0,,2020-01-04,,,
5,Afghanistan,AFG,"Jan 5, 2020",0.0,,2020-01-05,,,
6,Afghanistan,AFG,"Jan 6, 2020",0.0,,2020-01-06,,,
7,Afghanistan,AFG,"Jan 7, 2020",0.0,,2020-01-07,,,
8,Afghanistan,AFG,"Jan 8, 2020",0.0,,2020-01-08,,,
9,Afghanistan,AFG,"Jan 9, 2020",0.0,,2020-01-09,,,
10,Afghanistan,AFG,"Jan 10, 2020",0.0,,2020-01-10,,,
11,Afghanistan,AFG,"Jan 11, 2020",0.0,,2020-01-11,,,
12,Afghanistan,AFG,"Jan 12, 2020",0.0,,2020-01-12,,,
13,Afghanistan,AFG,"Jan 13, 2020",0.0,,2020-01-13,,,
14,Afghanistan,AFG,"Jan 14, 2020",0.0,,2020-01-14,,,
15,Afghanistan,AFG,"Jan 15, 2020",0.0,,2020-01-15,,,
16,Afghanistan,AFG,"Jan 16, 2020",0.0,,2020-01-16,,,
17,Afghanistan,AFG,"Jan 17, 2020",0.0,,2020-01-17,,,
18,Afghanistan,AFG,"Jan 18, 2020",0.0,,2020-01-18,,,
19,Afghanistan,AFG,"Jan 19, 2020",0.0,,2020-01-19,,,
20,Afghanistan,AFG,"Jan 20, 2020",0.0,,2020-01-20,,,
21,Afghanistan,AFG,"Jan 21, 2020",0.0,,2020-01-21,,,
22,Afghanistan,AFG,"Jan 22, 2020",0.0,,2020-01-22,,,
23,Afghanistan,AFG,"Jan 23, 2020",0.0,,2020-01-23,,,
24,Afghanistan,AFG,"Jan 24, 2020",0.0,,2020-01-24,,,
25,Afghanistan,AFG,"Jan 25, 2020",0.0,,2020-01-25,,,
26,Afghanistan,AFG,"Jan 26, 2020",0.0,,2020-01-26,,,
27,Afghanistan,AFG,"Jan 27, 2020",0.0,,2020-01-27,,,
28,Afghanistan,AFG,"Jan 28, 2020",0.0,,2020-01-28,,,
29,Afghanistan,AFG,"Jan 29, 2020",0.0,,2020-01-29,,,
30,Afghanistan,AFG,"Jan 30, 2020",0.0,,2020-01-30,,,
31,Afghanistan,AFG,"Jan 31, 2020",0.0,,2020-01-31,,,
32,Afghanistan,AFG,"Feb 1, 2020",0.0,,2020-02-01,,,
33,Afghanistan,AFG,"Feb 2, 2020",0.0,,2020-02-02,,,
34,Afghanistan,AFG,"Feb 3, 2020",0.0,,2020-02-03,,,
35,Afghanistan,AFG,"Feb 4, 2020",0.0,,2020-02-04,,,
36,Afghanistan,AFG,"Feb 5, 2020",0.0,,2020-02-05,,,
37,Afghanistan,AFG,"Feb 6, 2020",0.0,,2020-02-06,,,
38,Afghanistan,AFG,"Feb 7, 2020",0.0,,2020-02-07,,,
39,Afghanistan,AFG,"Feb 8, 2020",0.0,,2020-02-08,,,
40,Afghanistan,AFG,"Feb 9, 2020",0.0,,2020-02-09,,,
41,Afghanistan,AFG,"Feb 10, 2020",0.0,,2020-02-10,,,
42,Afghanistan,AFG,"Feb 11, 2020",0.0,,2020-02-11,,,
43,Afghanistan,AFG,"Feb 12, 2020",0.0,,2020-02-12,,,
44,Afghanistan,AFG,"Feb 13, 2020",0.0,,2020-02-13,,,
45,Afghanistan,AFG,"Feb 14, 2020",0.0,,2020-02-14,,,
46,Afghanistan,AFG,"Feb 15, 2020",0.0,,2020-02-15,,,
47,Afghanistan,AFG,"Feb 16, 2020",0.0,,2020-02-16,,,
48,Afghanistan,AFG,"Feb 17, 2020",0.0,,2020-02-17,,,
49,Afghanistan,AFG,"Feb 18, 2020",0.0,,2020-02-18,,,
50,Afghanistan,AFG,"Feb 19, 2020",0.0,,2020-02-19,,,
51,Afghanistan,AFG,"Feb 20, 2020",0.0,,2020-02-20,,,
52,Afghanistan,AFG,"Feb 21, 2020",0.0,,2020-02-21,,,
53,Afghanistan,AFG,"Feb 22, 2020",0.0,,2020-02-22,,,
54,Afghanistan,AFG,"Feb 23, 2020",0.0,,2020-02-23,,,
55,Afghanistan,AFG,"Feb 24, 2020",0.0,,2020-02-24,,,
56,Afghanistan,AFG,"Feb 25, 2020",1.0,,2020-02-25,,,
57,Afghanistan,AFG,"Feb 26, 2020",1.0,,2020-02-26,,,
58,Afghanistan,AFG,"Feb 27, 2020",1.0,,2020-02-27,,,
59,Afghanistan,AFG,"Feb 28, 2020",1.0,,2020-02-28,,,
60,Afghanistan,AFG,"Feb 29, 2020",1.0,,2020-02-29,,,
61,Afghanistan,AFG,"Mar 1, 2020",1.0,,2020-03-01,,,
62,Afghanistan,AFG,"Mar 2, 2020",1.0,,2020-03-02,,,
63,Afghanistan,AFG,"Mar 8, 2020",4.0,,2020-03-08,,,
64,Afghanistan,AFG,"Mar 11, 2020",7.0,,2020-03-11,,,
65,Afghanistan,AFG,"Mar 15, 2020",10.0,,2020-03-15,,,
66,Afghanistan,AFG,"Mar 16, 2020",16.0,,2020-03-16,,,
67,Afghanistan,AFG,"Mar 17, 2020",21.0,,2020-03-17,,,
68,Afghanistan,AFG,"Mar 18, 2020",22.0,,2020-03-18,,,
69,Afghanistan,AFG,"Mar 19, 2020",22.0,,2020-03-19,,,
70,Afghanistan,AFG,"Mar 20, 2020",22.0,,2020-03-20,,,
71,Afghanistan,AFG,"Mar 21, 2020",24.0,,2020-03-21,,,
72,Afghanistan,AFG,"Mar 22, 2020",24.0,,2020-03-22,,,
73,Afghanistan,AFG,"Mar 23, 2020",34.0,,2020-03-23,,,
74,Afghanistan,AFG,"Mar 24, 2020",40.0,,2020-03-24,,,
75,Afghanistan,AFG,"Mar 25, 2020",42.0,,2020-03-25,,,
76,Afghanistan,AFG,"Mar 26, 2020",75.0,,2020-03-26,,,
77,Afghanistan,AFG,"Mar 27, 2020",75.0,,2020-03-27,,,
78,Afghanistan,AFG,"Mar 28, 2020",91.0,,2020-03-28,,,
79,Afghanistan,AFG,"Mar 29, 2020",106.0,0.0,2020-03-29,,,
80,Afghanistan,AFG,"Mar 30, 2020",114.0,1.0,2020-03-30,,,
81,Afghanistan,AFG,"Mar 31, 2020",141.0,2.0,2020-03-31,,,
82,Afghanistan,AFG,"Apr 1, 2020",166.0,3.0,2020-04-01,,,
83,Afghanistan,AFG,"Apr 2, 2020",192.0,4.0,2020-04-02,,,
84,Albania,ALB,"Mar 9, 2020",2.0,,2020-03-09,,,
85,Albania,ALB,"Mar 10, 2020",6.0,,2020-03-10,,,
86,Albania,ALB,"Mar 11, 2020",10.0,,2020-03-11,,,
87,Albania,ALB,"Mar 12, 2020",11.0,,2020-03-12,,,
88,Albania,ALB,"Mar 13, 2020",23.0,,2020-03-13,,,
89,Albania,ALB,"Mar 14, 2020",33.0,,2020-03-14,,,
90,Albania,ALB,"Mar 15, 2020",38.0,,2020-03-15,,,
91,Albania,ALB,"Mar 16, 2020",42.0,,2020-03-16,,,
92,Albania,ALB,"Mar 17, 2020",51.0,,2020-03-17,,,
93,Albania,ALB,"Mar 18, 2020",55.0,,2020-03-18,,,
94,Albania,ALB,"Mar 19, 2020",59.0,,2020-03-19,,,
95,Albania,ALB,"Mar 20, 2020",70.0,,2020-03-20,,,
96,Albania,ALB,"Mar 21, 2020",70.0,,2020-03-21,,,
97,Albania,ALB,"Mar 22, 2020",76.0,,2020-03-22,,,
98,Albania,ALB,"Mar 23, 2020",89.0,,2020-03-23,,,
99,Albania,ALB,"Mar 24, 2020",100.0,0.0,2020-03-24,,,
100,Albania,ALB,"Mar 25, 2020",123.0,1.0,2020-03-25,,,
101,Albania,ALB,"Mar 26, 2020",146.0,2.0,2020-03-26,,,
102,Albania,ALB,"Mar 27, 2020",174.0,3.0,2020-03-27,,,
103,Albania,ALB,"Mar 28, 2020",186.0,4.0,2020-03-28,,,
104,Albania,ALB,"Mar 29, 2020",197.0,5.0,2020-03-29,,,
105,Albania,ALB,"Mar 30, 2020",212.0,6.0,2020-03-30,,,
106,Albania,ALB,"Mar 31, 2020",223.0,7.0,2020-03-31,,,
107,Albania,ALB,"Apr 1, 2020",243.0,8.0,2020-04-01,,,
108,Albania,ALB,"Apr 2, 2020",259.0,9.0,2020-04-02,,,
109,Algeria,DZA,"Dec 31, 2019",0.0,,2019-12-31,,,
110,Algeria,DZA,"Jan 1, 2020",0.0,,2020-01-01,,,
111,Algeria,DZA,"Jan 2, 2020",0.0,,2020-01-02,,,
112,Algeria,DZA,"Jan 3, 2020",0.0,,2020-01-03,,,
113,Algeria,DZA,"Jan 4, 2020",0.0,,2020-01-04,,,
114,Algeria,DZA,"Jan 5, 2020",0.0,,2020-01-05,,,
115,Algeria,DZA,"Jan 6, 2020",0.0,,2020-01-06,,,
116,Algeria,DZA,"Jan 7, 2020",0.0,,2020-01-07,,,
117,Algeria,DZA,"Jan 8, 2020",0.0,,2020-01-08,,,
118,Algeria,DZA,"Jan 9, 2020",0.0,,2020-01-09,,,
119,Algeria,DZA,"Jan 10, 2020",0.0,,2020-01-10,,,
120,Algeria,DZA,"Jan 11, 2020",0.0,,2020-01-11,,,
121,Algeria,DZA,"Jan 12, 2020",0.0,,2020-01-12,,,
122,Algeria,DZA,"Jan 13, 2020",0.0,,2020-01-13,,,
123,Algeria,DZA,"Jan 14, 2020",0.0,,2020-01-14,,,
124,Algeria,DZA,"Jan 15, 2020",0.0,,2020-01-15,,,
125,Algeria,DZA,"Jan 16, 2020",0.0,,2020-01-16,,,
126,Algeria,DZA,"Jan 17, 2020",0.0,,2020-01-17,,,
127,Algeria,DZA,"Jan 18, 2020",0.0,,2020-01-18,,,
128,Algeria,DZA,"Jan 19, 2020",0.0,,2020-01-19,,,
129,Algeria,DZA,"Jan 20, 2020",0.0,,2020-01-20,,,
130,Algeria,DZA,"Jan 21, 2020",0.0,,2020-01-21,,,
131,Algeria,DZA,"Jan 22, 2020",0.0,,2020-01-22,,,
132,Algeria,DZA,"Jan 23, 2020",0.0,,2020-01-23,,,
133,Algeria,DZA,"Jan 24, 2020",0.0,,2020-01-24,,,
134,Algeria,DZA,"Jan 25, 2020",0.0,,2020-01-25,,,
135,Algeria,DZA,"Jan 26, 2020",0.0,,2020-01-26,,,
136,Algeria,DZA,"Jan 27, 2020",0.0,,2020-01-27,,,
137,Algeria,DZA,"Jan 28, 2020",0.0,,2020-01-28,,,
138,Algeria,DZA,"Jan 29, 2020",0.0,,2020-01-29,,,
139,Algeria,DZA,"Jan 30, 2020",0.0,,2020-01-30,,,
140,Algeria,DZA,"Jan 31, 2020",0.0,,2020-01-31,,,
141,Algeria,DZA,"Feb 1, 2020",0.0,,2020-02-01,,,
142,Algeria,DZA,"Feb 2, 2020",0.0,,2020-02-02,,,
143,Algeria,DZA,"Feb 3, 2020",0.0,,2020-02-03,,,
144,Algeria,DZA,"Feb 4, 2020",0.0,,2020-02-04,,,
145,Algeria,DZA,"Feb 5, 2020",0.0,,2020-02-05,,,
146,Algeria,DZA,"Feb 6, 2020",0.0,,2020-02-06,,,
147,Algeria,DZA,"Feb 7, 2020",0.0,,2020-02-07,,,
148,Algeria,DZA,"Feb 8, 2020",0.0,,2020-02-08,,,
149,Algeria,DZA,"Feb 9, 2020",0.0,,2020-02-09,,,
150,Algeria,DZA,"Feb 10, 2020",0.0,,2020-02-10,,,
151,Algeria,DZA,"Feb 11, 2020",0.0,,2020-02-11,,,
152,Algeria,DZA,"Feb 12, 2020",0.0,,2020-02-12,,,
153,Algeria,DZA,"Feb 13, 2020",0.0,,2020-02-13,,,
154,Algeria,DZA,"Feb 14, 2020",0.0,,2020-02-14,,,
155,Algeria,DZA,"Feb 15, 2020",0.0,,2020-02-15,,,
156,Algeria,DZA,"Feb 16, 2020",0.0,,2020-02-16,,,
157,Algeria,DZA,"Feb 17, 2020",0.0,,2020-02-17,,,
158,Algeria,DZA,"Feb 18, 2020",0.0,,2020-02-18,,,
159,Algeria,DZA,"Feb 19, 2020",0.0,,2020-02-19,,,
160,Algeria,DZA,"Feb 20, 2020",0.0,,2020-02-20,,,
161,Algeria,DZA,"Feb 21, 2020",0.0,,2020-02-21,,,
162,Algeria,DZA,"Feb 22, 2020",0.0,,2020-02-22,,,
163,Algeria,DZA,"Feb 23, 2020",0.0,,2020-02-23,,,
164,Algeria,DZA,"Feb 24, 2020",0.0,,2020-02-24,,,
165,Algeria,DZA,"Feb 25, 2020",0.0,,2020-02-25,,,
166,Algeria,DZA,"Feb 26, 2020",1.0,,2020-02-26,,,
167,Algeria,DZA,"Feb 27, 2020",1.0,,2020-02-27,,,
168,Algeria,DZA,"Feb 28, 2020",1.0,,2020-02-28,,,
169,Algeria,DZA,"Feb 29, 2020",1.0,,2020-02-29,,,
170,Algeria,DZA,"Mar 1, 2020",1.0,,2020-03-01,,,
171,Algeria,DZA,"Mar 2, 2020",3.0,,2020-03-02,,,
172,Algeria,DZA,"Mar 4, 2020",5.0,,2020-03-04,,,
173,Algeria,DZA,"Mar 5, 2020",12.0,,2020-03-05,,,
174,Algeria,DZA,"Mar 6, 2020",17.0,,2020-03-06,,,
175,Algeria,DZA,"Mar 9, 2020",20.0,,2020-03-09,,,
176,Algeria,DZA,"Mar 12, 2020",20.0,,2020-03-12,,,
177,Algeria,DZA,"Mar 13, 2020",24.0,,2020-03-13,,,
178,Algeria,DZA,"Mar 14, 2020",26.0,,2020-03-14,,,
179,Algeria,DZA,"Mar 15, 2020",37.0,,2020-03-15,,,
180,Algeria,DZA,"Mar 16, 2020",48.0,,2020-03-16,,,
181,Algeria,DZA,"Mar 17, 2020",60.0,,2020-03-17,,,
182,Algeria,DZA,"Mar 18, 2020",60.0,,2020-03-18,,,
183,Algeria,DZA,"Mar 19, 2020",73.0,,2020-03-19,,,
184,Algeria,DZA,"Mar 20, 2020",82.0,,2020-03-20,,,
185,Algeria,DZA,"Mar 21, 2020",94.0,,2020-03-21,,,
186,Algeria,DZA,"Mar 22, 2020",94.0,,2020-03-22,,,
187,Algeria,DZA,"Mar 23, 2020",102.0,0.0,2020-03-23,,,
188,Algeria,DZA,"Mar 24, 2020",189.0,1.0,2020-03-24,,,
189,Algeria,DZA,"Mar 25, 2020",231.0,2.0,2020-03-25,,,
190,Algeria,DZA,"Mar 26, 2020",264.0,3.0,2020-03-26,,,
191,Algeria,DZA,"Mar 27, 2020",305.0,4.0,2020-03-27,,,
192,Algeria,DZA,"Mar 28, 2020",305.0,5.0,2020-03-28,,,
193,Algeria,DZA,"Mar 29, 2020",409.0,6.0,2020-03-29,,,
194,Algeria,DZA,"Mar 30, 2020",454.0,7.0,2020-03-30,,,
195,Algeria,DZA,"Mar 31, 2020",511.0,8.0,2020-03-31,,,
196,Algeria,DZA,"Apr 1, 2020",584.0,9.0,2020-04-01,,,
197,Algeria,DZA,"Apr 2, 2020",847.0,10.0,2020-04-02,,,
198,Andorra,AND,"Mar 3, 2020",1.0,,2020-03-03,,,
199,Andorra,AND,"Mar 14, 2020",2.0,,2020-03-14,,,
200,Andorra,AND,"Mar 16, 2020",5.0,,2020-03-16,,,
201,Andorra,AND,"Mar 17, 2020",14.0,,2020-03-17,,,
202,Andorra,AND,"Mar 18, 2020",14.0,,2020-03-18,,,
203,Andorra,AND,"Mar 19, 2020",53.0,,2020-03-19,,,
204,Andorra,AND,"Mar 20, 2020",75.0,,2020-03-20,,,
205,Andorra,AND,"Mar 21, 2020",75.0,,2020-03-21,,,
206,Andorra,AND,"Mar 22, 2020",88.0,,2020-03-22,,,
207,Andorra,AND,"Mar 23, 2020",113.0,0.0,2020-03-23,,,
208,Andorra,AND,"Mar 24, 2020",133.0,1.0,2020-03-24,,,
209,Andorra,AND,"Mar 25, 2020",164.0,2.0,2020-03-25,,,
210,Andorra,AND,"Mar 26, 2020",188.0,3.0,2020-03-26,,,
211,Andorra,AND,"Mar 27, 2020",224.0,4.0,2020-03-27,,,
212,Andorra,AND,"Mar 28, 2020",267.0,5.0,2020-03-28,,,
213,Andorra,AND,"Mar 29, 2020",308.0,6.0,2020-03-29,,,
214,Andorra,AND,"Mar 30, 2020",334.0,7.0,2020-03-30,,,
215,Andorra,AND,"Mar 31, 2020",370.0,8.0,2020-03-31,,,
216,Andorra,AND,"Apr 1, 2020",376.0,9.0,2020-04-01,,,
217,Andorra,AND,"Apr 2, 2020",390.0,10.0,2020-04-02,,,
218,Angola,AGO,"Mar 22, 2020",2.0,,2020-03-22,,,
219,Angola,AGO,"Mar 23, 2020",2.0,,2020-03-23,,,
220,Angola,AGO,"Mar 24, 2020",2.0,,2020-03-24,,,
221,Angola,AGO,"Mar 25, 2020",2.0,,2020-03-25,,,
222,Angola,AGO,"Mar 26, 2020",2.0,,2020-03-26,,,
223,Angola,AGO,"Mar 27, 2020",3.0,,2020-03-27,,,
224,Angola,AGO,"Mar 28, 2020",4.0,,2020-03-28,,,
225,Angola,AGO,"Mar 29, 2020",4.0,,2020-03-29,,,
226,Angola,AGO,"Mar 30, 2020",7.0,,2020-03-30,,,
227,Angola,AGO,"Mar 31, 2020",7.0,,2020-03-31,,,
228,Angola,AGO,"Apr 1, 2020",7.0,,2020-04-01,,,
229,Angola,AGO,"Apr 2, 2020",8.0,,2020-04-02,,,
230,Anguilla,AIA,"Mar 27, 2020",2.0,,2020-03-27,,,
231,Anguilla,AIA,"Mar 28, 2020",2.0,,2020-03-28,,,
232,Anguilla,AIA,"Mar 29, 2020",2.0,,2020-03-29,,,
233,Anguilla,AIA,"Mar 30, 2020",2.0,,2020-03-30,,,
234,Anguilla,AIA,"Mar 31, 2020",2.0,,2020-03-31,,,
235,Anguilla,AIA,"Apr 1, 2020",2.0,,2020-04-01,,,
236,Anguilla,AIA,"Apr 2, 2020",2.0,,2020-04-02,,,
237,Antigua and Barbuda,ATG,"Mar 15, 2020",1.0,,2020-03-15,,,
238,Antigua and Barbuda,ATG,"Mar 21, 2020",1.0,,2020-03-21,,,
239,Antigua and Barbuda,ATG,"Mar 22, 2020",1.0,,2020-03-22,,,
240,Antigua and Barbuda,ATG,"Mar 23, 2020",1.0,,2020-03-23,,,
241,Antigua and Barbuda,ATG,"Mar 24, 2020",1.0,,2020-03-24,,,
242,Antigua and Barbuda,ATG,"Mar 25, 2020",3.0,,2020-03-25,,,
243,Antigua and Barbuda,ATG,"Mar 26, 2020",3.0,,2020-03-26,,,
244,Antigua and Barbuda,ATG,"Mar 27, 2020",7.0,,2020-03-27,,,
245,Antigua and Barbuda,ATG,"Mar 28, 2020",7.0,,2020-03-28,,,
246,Antigua and Barbuda,ATG,"Mar 29, 2020",7.0,,2020-03-29,,,
247,Antigua and Barbuda,ATG,"Mar 30, 2020",7.0,,2020-03-30,,,
248,Antigua and Barbuda,ATG,"Mar 31, 2020",7.0,,2020-03-31,,,
249,Antigua and Barbuda,ATG,"Apr 1, 2020",7.0,,2020-04-01,,,
250,Antigua and Barbuda,ATG,"Apr 2, 2020",7.0,,2020-04-02,,,
251,Argentina,ARG,"Mar 4, 2020",1.0,,2020-03-04,,,
252,Argentina,ARG,"Mar 6, 2020",2.0,,2020-03-06,,,
253,Argentina,ARG,"Mar 7, 2020",8.0,,2020-03-07,,,
254,Argentina,ARG,"Mar 8, 2020",9.0,,2020-03-08,,,
255,Argentina,ARG,"Mar 9, 2020",12.0,,2020-03-09,,,
256,Argentina,ARG,"Mar 11, 2020",19.0,,2020-03-11,,,
257,Argentina,ARG,"Mar 13, 2020",31.0,,2020-03-13,,,
258,Argentina,ARG,"Mar 14, 2020",34.0,,2020-03-14,,,
259,Argentina,ARG,"Mar 15, 2020",45.0,,2020-03-15,,,
260,Argentina,ARG,"Mar 16, 2020",56.0,,2020-03-16,,,
261,Argentina,ARG,"Mar 17, 2020",65.0,,2020-03-17,,,
262,Argentina,ARG,"Mar 18, 2020",79.0,,2020-03-18,,,
263,Argentina,ARG,"Mar 19, 2020",97.0,,2020-03-19,,,
264,Argentina,ARG,"Mar 20, 2020",128.0,0.0,2020-03-20,,,
265,Argentina,ARG,"Mar 21, 2020",158.0,1.0,2020-03-21,,,
266,Argentina,ARG,"Mar 22, 2020",225.0,2.0,2020-03-22,,,
267,Argentina,ARG,"Mar 23, 2020",266.0,3.0,2020-03-23,,,
268,Argentina,ARG,"Mar 24, 2020",301.0,4.0,2020-03-24,,,
269,Argentina,ARG,"Mar 25, 2020",387.0,5.0,2020-03-25,,,
270,Argentina,ARG,"Mar 26, 2020",502.0,6.0,2020-03-26,,,
271,Argentina,ARG,"Mar 27, 2020",589.0,7.0,2020-03-27,,,
272,Argentina,ARG,"Mar 28, 2020",690.0,8.0,2020-03-28,,,
273,Argentina,ARG,"Mar 29, 2020",745.0,9.0,2020-03-29,,,
274,Argentina,ARG,"Mar 30, 2020",820.0,10.0,2020-03-30,,,
275,Argentina,ARG,"Mar 31, 2020",966.0,11.0,2020-03-31,,,
276,Argentina,ARG,"Apr 1, 2020",966.0,12.0,2020-04-01,,,
277,Argentina,ARG,"Apr 2, 2020",1133.0,13.0,2020-04-02,,,
278,Armenia,ARM,"Dec 31, 2019",0.0,,2019-12-31,,,
279,Armenia,ARM,"Jan 1, 2020",0.0,,2020-01-01,,,
280,Armenia,ARM,"Jan 2, 2020",0.0,,2020-01-02,,,
281,Armenia,ARM,"Jan 3, 2020",0.0,,2020-01-03,,,
282,Armenia,ARM,"Jan 4, 2020",0.0,,2020-01-04,,,
283,Armenia,ARM,"Jan 5, 2020",0.0,,2020-01-05,,,
284,Armenia,ARM,"Jan 6, 2020",0.0,,2020-01-06,,,
285,Armenia,ARM,"Jan 7, 2020",0.0,,2020-01-07,,,
286,Armenia,ARM,"Jan 8, 2020",0.0,,2020-01-08,,,
287,Armenia,ARM,"Jan 9, 2020",0.0,,2020-01-09,,,
288,Armenia,ARM,"Jan 10, 2020",0.0,,2020-01-10,,,
289,Armenia,ARM,"Jan 11, 2020",0.0,,2020-01-11,,,
290,Armenia,ARM,"Jan 12, 2020",0.0,,2020-01-12,,,
291,Armenia,ARM,"Jan 13, 2020",0.0,,2020-01-13,,,
292,Armenia,ARM,"Jan 14, 2020",0.0,,2020-01-14,,,
293,Armenia,ARM,"Jan 15, 2020",0.0,,2020-01-15,,,
294,Armenia,ARM,"Jan 16, 2020",0.0,,2020-01-16,,,
295,Armenia,ARM,"Jan 17, 2020",0.0,,2020-01-17,,,
296,Armenia,ARM,"Jan 18, 2020",0.0,,2020-01-18,,,
297,Armenia,ARM,"Jan 19, 2020",0.0,,2020-01-19,,,
298,Armenia,ARM,"Jan 20, 2020",0.0,,2020-01-20,,,
299,Armenia,ARM,"Jan 21, 2020",0.0,,2020-01-21,,,
300,Armenia,ARM,"Jan 22, 2020",0.0,,2020-01-22,,,
301,Armenia,ARM,"Jan 23, 2020",0.0,,2020-01-23,,,
302,Armenia,ARM,"Jan 24, 2020",0.0,,2020-01-24,,,
303,Armenia,ARM,"Jan 25, 2020",0.0,,2020-01-25,,,
304,Armenia,ARM,"Jan 26, 2020",0.0,,2020-01-26,,,
305,Armenia,ARM,"Jan 27, 2020",0.0,,2020-01-27,,,
306,Armenia,ARM,"Jan 28, 2020",0.0,,2020-01-28,,,
307,Armenia,ARM,"Jan 29, 2020",0.0,,2020-01-29,,,
308,Armenia,ARM,"Jan 30, 2020",0.0,,2020-01-30,,,
309,Armenia,ARM,"Jan 31, 2020",0.0,,2020-01-31,,,
310,Armenia,ARM,"Feb 1, 2020",0.0,,2020-02-01,,,
311,Armenia,ARM,"Feb 2, 2020",0.0,,2020-02-02,,,
312,Armenia,ARM,"Feb 3, 2020",0.0,,2020-02-03,,,
313,Armenia,ARM,"Feb 4, 2020",0.0,,2020-02-04,,,
314,Armenia,ARM,"Feb 5, 2020",0.0,,2020-02-05,,,
315,Armenia,ARM,"Feb 6, 2020",0.0,,2020-02-06,,,
316,Armenia,ARM,"Feb 7, 2020",0.0,,2020-02-07,,,
317,Armenia,ARM,"Feb 8, 2020",0.0,,2020-02-08,,,
318,Armenia,ARM,"Feb 9, 2020",0.0,,2020-02-09,,,
319,Armenia,ARM,"Feb 10, 2020",0.0,,2020-02-10,,,
320,Armenia,ARM,"Feb 11, 2020",0.0,,2020-02-11,,,
321,Armenia,ARM,"Feb 12, 2020",0.0,,2020-02-12,,,
322,Armenia,ARM,"Feb 13, 2020",0.0,,2020-02-13,,,
323,Armenia,ARM,"Feb 14, 2020",0.0,,2020-02-14,,,
324,Armenia,ARM,"Feb 15, 2020",0.0,,2020-02-15,,,
325,Armenia,ARM,"Feb 16, 2020",0.0,,2020-02-16,,,
326,Armenia,ARM,"Feb 17, 2020",0.0,,2020-02-17,,,
327,Armenia,ARM,"Feb 18, 2020",0.0,,2020-02-18,,,
328,Armenia,ARM,"Feb 19, 2020",0.0,,2020-02-19,,,
329,Armenia,ARM,"Feb 20, 2020",0.0,,2020-02-20,,,
330,Armenia,ARM,"Feb 21, 2020",0.0,,2020-02-21,,,
331,Armenia,ARM,"Feb 22, 2020",0.0,,2020-02-22,,,
332,Armenia,ARM,"Feb 23, 2020",0.0,,2020-02-23,,,
333,Armenia,ARM,"Feb 24, 2020",0.0,,2020-02-24,,,
334,Armenia,ARM,"Feb 25, 2020",0.0,,2020-02-25,,,
335,Armenia,ARM,"Feb 26, 2020",0.0,,2020-02-26,,,
336,Armenia,ARM,"Feb 27, 2020",0.0,,2020-02-27,,,
337,Armenia,ARM,"Feb 28, 2020",0.0,,2020-02-28,,,
338,Armenia,ARM,"Feb 29, 2020",0.0,,2020-02-29,,,
339,Armenia,ARM,"Mar 1, 2020",1.0,,2020-03-01,,,
340,Armenia,ARM,"Mar 2, 2020",1.0,,2020-03-02,,,
341,Armenia,ARM,"Mar 12, 2020",4.0,,2020-03-12,,,
342,Armenia,ARM,"Mar 13, 2020",6.0,,2020-03-13,,,
343,Armenia,ARM,"Mar 14, 2020",13.0,,2020-03-14,,,
344,Armenia,ARM,"Mar 15, 2020",20.0,,2020-03-15,,,
345,Armenia,ARM,"Mar 16, 2020",30.0,,2020-03-16,,,
346,Armenia,ARM,"Mar 17, 2020",52.0,,2020-03-17,,,
347,Armenia,ARM,"Mar 18, 2020",78.0,,2020-03-18,,,
348,Armenia,ARM,"Mar 19, 2020",115.0,0.0,2020-03-19,,,
349,Armenia,ARM,"Mar 20, 2020",122.0,1.0,2020-03-20,,,
350,Armenia,ARM,"Mar 21, 2020",136.0,2.0,2020-03-21,,,
351,Armenia,ARM,"Mar 22, 2020",160.0,3.0,2020-03-22,,,
352,Armenia,ARM,"Mar 23, 2020",190.0,4.0,2020-03-23,,,
353,Armenia,ARM,"Mar 24, 2020",194.0,5.0,2020-03-24,,,
354,Armenia,ARM,"Mar 25, 2020",265.0,6.0,2020-03-25,,,
355,Armenia,ARM,"Mar 26, 2020",290.0,7.0,2020-03-26,,,
356,Armenia,ARM,"Mar 27, 2020",329.0,8.0,2020-03-27,,,
357,Armenia,ARM,"Mar 28, 2020",372.0,9.0,2020-03-28,,,
358,Armenia,ARM,"Mar 29, 2020",424.0,10.0,2020-03-29,,,
359,Armenia,ARM,"Mar 30, 2020",424.0,11.0,2020-03-30,,,
360,Armenia,ARM,"Mar 31, 2020",482.0,12.0,2020-03-31,,,
361,Armenia,ARM,"Apr 1, 2020",532.0,13.0,2020-04-01,,,
362,Armenia,ARM,"Apr 2, 2020",571.0,14.0,2020-04-02,,,
363,Aruba,ABW,"Mar 13, 2020",2.0,,2020-03-13,,,
364,Aruba,ABW,"Mar 20, 2020",4.0,,2020-03-20,,,
365,Aruba,ABW,"Mar 24, 2020",12.0,,2020-03-24,,,
